total_count,climate_count,covid_count,ukraine_count,date1
9883,16,883,4,26/05/20 00:00
11863,14,820,38,27/05/20 00:00
11973,20,860,13,28/05/20 00:00
12986,13,705,19,29/05/20 00:00
13120,20,505,12,30/05/20 00:00
12968,17,411,8,31/05/20 00:00
13625,13,423,8,01/06/20 00:00
12818,15,488,11,02/06/20 00:00
12809,28,506,6,03/06/20 00:00
13097,21,602,7,04/06/20 00:00
14331,11,644,9,05/06/20 00:00
13272,7,448,2,06/06/20 00:00
13080,10,511,6,07/06/20 00:00
13320,9,636,13,08/06/20 00:00
13459,12,572,5,09/06/20 00:00
11872,14,648,14,10/06/20 00:00
11938,17,597,7,11/06/20 00:00
12141,11,609,11,12/06/20 00:00
12003,25,574,5,13/06/20 00:00
12414,19,556,21,14/06/20 00:00
12652,13,546,16,15/06/20 00:00
13307,29,807,20,16/06/20 00:00
14902,10,767,16,17/06/20 00:00
14349,15,626,9,18/06/20 00:00
12065,24,622,3,19/06/20 00:00
11899,13,528,10,20/06/20 00:00
15304,18,557,15,21/06/20 00:00
13011,21,643,17,22/06/20 00:00
13658,23,621,58,23/06/20 00:00
12725,11,534,34,24/06/20 00:00
14155,23,622,11,25/06/20 00:00
11548,16,611,8,26/06/20 00:00
9995,11,650,11,27/06/20 00:00
10753,17,580,5,28/06/20 00:00
11262,10,556,18,29/06/20 00:00
11164,26,583,2,30/06/20 00:00
13389,46,645,7,01/07/20 00:00
14226,23,704,5,02/07/20 00:00
11894,9,658,4,03/07/20 00:00
11790,22,589,16,04/07/20 00:00
12771,14,540,6,05/07/20 00:00
12528,15,756,8,06/07/20 00:00
14054,13,810,8,07/07/20 00:00
13139,31,819,7,08/07/20 00:00
14623,39,730,26,09/07/20 00:00
13529,18,712,40,10/07/20 00:00
14534,23,562,5,11/07/20 00:00
12268,23,602,10,12/07/20 00:00
14920,21,770,8,13/07/20 00:00
14524,23,759,5,14/07/20 00:00
15365,17,671,31,15/07/20 00:00
14653,29,671,18,16/07/20 00:00
13915,29,807,18,17/07/20 00:00
13515,25,607,10,18/07/20 00:00
14333,27,683,27,19/07/20 00:00
16009,32,820,26,20/07/20 00:00
17313,31,776,75,21/07/20 00:00
17142,40,880,30,22/07/20 00:00
15645,31,930,29,23/07/20 00:00
14859,21,826,16,24/07/20 00:00
12888,11,632,10,25/07/20 00:00
14499,13,702,11,26/07/20 00:00
15172,13,860,12,27/07/20 00:00
15728,18,919,23,28/07/20 00:00
15407,18,866,7,29/07/20 00:00
15324,9,857,4,30/07/20 00:00
15172,19,752,29,31/07/20 00:00
19310,11,812,30,01/08/20 00:00
15842,12,863,8,02/08/20 00:00
16449,35,1016,16,03/08/20 00:00
19219,14,982,24,04/08/20 00:00
17963,20,916,62,05/08/20 00:00
16456,22,1028,25,06/08/20 00:00
18079,37,878,19,07/08/20 00:00
16339,20,711,15,08/08/20 00:00
16223,23,710,12,09/08/20 00:00
19163,14,986,23,10/08/20 00:00
18076,25,1094,32,11/08/20 00:00
17553,32,1011,9,12/08/20 00:00
18966,33,1056,10,13/08/20 00:00
17180,41,913,17,14/08/20 00:00
15437,34,627,12,15/08/20 00:00
17049,23,801,12,16/08/20 00:00
19135,40,1124,18,17/08/20 00:00
19760,30,1024,17,18/08/20 00:00
19089,31,1057,45,19/08/20 00:00
19347,38,939,21,20/08/20 00:00
18674,52,1076,18,21/08/20 00:00
17723,37,945,16,22/08/20 00:00
17655,37,898,15,23/08/20 00:00
19245,41,1150,13,24/08/20 00:00
18114,42,1080,11,25/08/20 00:00
19013,14,1135,6,26/08/20 00:00
19997,26,1135,11,27/08/20 00:00
23934,23,1377,27,28/08/20 00:00
31032,22,1095,20,29/08/20 00:00
25088,24,1006,9,30/08/20 00:00
22371,44,1283,15,31/08/20 00:00
22723,24,1550,19,01/09/20 00:00
23292,19,1499,17,02/09/20 00:00
22141,28,1303,7,03/09/20 00:00
20517,57,1222,16,04/09/20 00:00
20034,43,1112,22,05/09/20 00:00
20027,60,1113,22,06/09/20 00:00
20631,72,1215,10,07/09/20 00:00
23056,46,1241,44,08/09/20 00:00
21393,50,1318,28,09/09/20 00:00
23325,47,1118,58,10/09/20 00:00
20911,45,995,39,11/09/20 00:00
17587,69,875,6,12/09/20 00:00
19877,84,852,23,13/09/20 00:00
20632,84,1053,24,14/09/20 00:00
19942,112,1054,21,15/09/20 00:00
20102,102,934,26,16/09/20 00:00
18870,53,940,59,17/09/20 00:00
18105,40,958,28,18/09/20 00:00
16930,23,833,28,19/09/20 00:00
16321,30,874,15,20/09/20 00:00
19553,65,1031,27,21/09/20 00:00
18536,41,1002,28,22/09/20 00:00
22323,88,1172,106,23/09/20 00:00
20379,79,1113,62,24/09/20 00:00
20310,95,1174,72,25/09/20 00:00
18472,52,974,69,26/09/20 00:00
17807,52,993,33,27/09/20 00:00
19199,52,1239,63,28/09/20 00:00
21449,72,1034,20,29/09/20 00:00
20608,73,1139,16,30/09/20 00:00
23195,34,1237,11,01/10/20 00:00
23584,31,1794,23,02/10/20 00:00
20826,28,1293,15,03/10/20 00:00
22705,29,1159,27,04/10/20 00:00
24359,30,1630,17,05/10/20 00:00
22426,38,1573,12,06/10/20 00:00
26047,38,1287,44,07/10/20 00:00
25138,39,1425,14,08/10/20 00:00
23896,40,1439,18,09/10/20 00:00
21099,68,1122,10,10/10/20 00:00
21507,59,1495,2,11/10/20 00:00
22824,55,1636,20,12/10/20 00:00
22374,49,1810,9,13/10/20 00:00
25461,43,1625,100,14/10/20 00:00
27252,23,1820,223,15/10/20 00:00
25362,39,1662,126,16/10/20 00:00
23789,57,1516,96,17/10/20 00:00
24933,33,1424,72,18/10/20 00:00
25267,39,1542,106,19/10/20 00:00
24912,30,1598,105,20/10/20 00:00
26967,43,1845,73,21/10/20 00:00
27573,36,1696,75,22/10/20 00:00
24836,40,1577,38,23/10/20 00:00
25468,39,1598,38,24/10/20 00:00
30837,29,1451,101,25/10/20 00:00
29736,78,1863,40,26/10/20 00:00
30670,34,1971,60,27/10/20 00:00
29856,46,2041,12,28/10/20 00:00
29673,18,1808,46,29/10/20 00:00
28398,29,1763,33,30/10/20 00:00
27468,31,1468,30,31/10/20 00:00
29506,51,1679,13,01/11/20 00:00
32478,39,1965,15,02/11/20 00:00
36138,25,1672,9,03/11/20 00:00
46956,30,1239,21,04/11/20 00:00
37481,17,1264,9,05/11/20 00:00
35999,26,1282,9,06/11/20 00:00
40578,15,1045,13,07/11/20 00:00
36560,42,1155,24,08/11/20 00:00
37822,29,1530,28,09/11/20 00:00
37406,88,1626,40,10/11/20 00:00
36835,41,1662,19,11/11/20 00:00
37263,51,1761,24,12/11/20 00:00
36133,46,2071,20,13/11/20 00:00
34340,50,1526,12,14/11/20 00:00
35451,78,1585,41,15/11/20 00:00
33973,96,2282,23,16/11/20 00:00
32861,49,2031,94,17/11/20 00:00
39797,26,1731,55,18/11/20 00:00
34910,67,1880,20,19/11/20 00:00
32898,63,1814,65,20/11/20 00:00
33748,42,1797,25,21/11/20 00:00
32518,82,1740,24,22/11/20 00:00
31889,116,1842,9,23/11/20 00:00
33249,77,2366,18,24/11/20 00:00
33404,137,1715,29,25/11/20 00:00
32022,49,1891,38,26/11/20 00:00
29960,33,1639,19,27/11/20 00:00
31928,63,1627,9,28/11/20 00:00
28221,29,1395,14,29/11/20 00:00
31605,22,1701,14,30/11/20 00:00
33244,36,1617,10,01/12/20 00:00
33713,59,1961,36,02/12/20 00:00
30751,52,1942,21,03/12/20 00:00
30689,67,1822,24,04/12/20 00:00
30588,24,1730,6,05/12/20 00:00
31405,42,1969,8,06/12/20 00:00
31796,52,2116,15,07/12/20 00:00
36910,55,2142,11,08/12/20 00:00
39437,58,2155,38,09/12/20 00:00
36568,40,2192,25,10/12/20 00:00
35186,70,2100,23,11/12/20 00:00
36206,65,1826,19,12/12/20 00:00
37245,62,1905,24,13/12/20 00:00
42291,44,2078,21,14/12/20 00:00
37952,59,1981,27,15/12/20 00:00
37746,45,2113,16,16/12/20 00:00
38096,57,2461,18,17/12/20 00:00
37700,39,2515,18,18/12/20 00:00
35798,36,2186,22,19/12/20 00:00
36001,82,2380,12,20/12/20 00:00
35309,49,2529,8,21/12/20 00:00
36001,65,2269,16,22/12/20 00:00
33235,40,2337,25,23/12/20 00:00
26893,27,1251,15,24/12/20 00:00
27903,32,1592,6,25/12/20 00:00
30389,55,1938,18,26/12/20 00:00
33696,76,2267,4,27/12/20 00:00
34643,121,2522,124,28/12/20 00:00
35721,78,2359,67,29/12/20 00:00
34218,49,2610,51,30/12/20 00:00
30812,64,1860,40,31/12/20 00:00
