"","X","date","detected_language","topic","n"
"3000",3076,2022-09-12,"Italian","Insect Food",3
"3001",3077,2022-09-12,"Italian","ULEZ",1
"3002",3078,2022-09-12,"Dutch","ULEZ",1
"3003",3079,2022-09-13,"German","Climate Lockdown",6
"3004",3080,2022-09-13,"German","Insect Food",2
"3005",3081,2022-09-13,"English","Insect Food",2
"3006",3082,2022-09-13,"English","ULEZ",4
"3007",3083,2022-09-13,"Italian","Climate Lockdown",1
"3008",3084,2022-09-13,"Italian","Insect Food",3
"3009",3085,2022-09-13,"Italian","ULEZ",1
"3010",3086,2022-09-13,"Dutch","Climate Lockdown",1
"3011",3087,2022-09-13,"Dutch","Insect Food",2
"3012",3088,2022-09-14,"German","Climate Lockdown",1
"3013",3089,2022-09-14,"German","Insect Food",4
"3014",3090,2022-09-14,"German","ULEZ",3
"3015",3091,2022-09-14,"English","Climate Lockdown",3
"3016",3092,2022-09-14,"English","Insect Food",14
"3017",3093,2022-09-14,"French","Climate Lockdown",1
"3018",3094,2022-09-14,"Italian","Insect Food",4
"3019",3095,2022-09-15,"German","Insect Food",4
"3020",3096,2022-09-15,"German","ULEZ",2
"3021",3097,2022-09-15,"English","Insect Food",5
"3022",3098,2022-09-15,"English","ULEZ",5
"3023",3099,2022-09-15,"Italian","Climate Lockdown",1
"3024",3100,2022-09-15,"Italian","Insect Food",3
"3025",3101,2022-09-15,"Dutch","Climate Lockdown",3
"3026",3102,2022-09-15,"Dutch","Insect Food",2
"3027",3103,2022-09-15,"Dutch","ULEZ",1
"3028",3104,2022-09-16,"German","Climate Lockdown",3
"3029",3105,2022-09-16,"German","ULEZ",2
"3030",3106,2022-09-16,"English","Climate Lockdown",1
"3031",3107,2022-09-16,"English","Insect Food",5
"3032",3108,2022-09-16,"English","ULEZ",5
"3033",3109,2022-09-16,"French","Insect Food",2
"3034",3110,2022-09-16,"Italian","Insect Food",8
"3035",3111,2022-09-17,"German","Insect Food",1
"3036",3112,2022-09-17,"German","ULEZ",3
"3037",3113,2022-09-17,"English","Insect Food",3
"3038",3114,2022-09-17,"English","ULEZ",1
"3039",3115,2022-09-17,"French","ULEZ",1
"3040",3116,2022-09-17,"Italian","Insect Food",6
"3041",3117,2022-09-17,"Dutch","Insect Food",1
"3042",3118,2022-09-18,"German","Climate Lockdown",1
"3043",3119,2022-09-18,"English","Insect Food",4
"3044",3120,2022-09-18,"English","ULEZ",3
"3045",3121,2022-09-18,"French","ULEZ",5
"3046",3122,2022-09-18,"Italian","Insect Food",4
"3047",3123,2022-09-18,"Dutch","Climate Lockdown",2
"3048",3124,2022-09-18,"Dutch","Insect Food",3
"3049",3125,2022-09-18,"Dutch","ULEZ",1
"3050",3126,2022-09-19,"German","Insect Food",2
"3051",3127,2022-09-19,"German","ULEZ",3
"3052",3128,2022-09-19,"English","Climate Lockdown",1
"3053",3129,2022-09-19,"English","Insect Food",6
"3054",3130,2022-09-19,"English","ULEZ",10
"3055",3131,2022-09-19,"French","Insect Food",1
"3056",3132,2022-09-19,"French","ULEZ",1
"3057",3133,2022-09-19,"Italian","Insect Food",3
"3058",3134,2022-09-19,"Italian","ULEZ",1
"3059",3135,2022-09-20,"German","Climate Lockdown",4
"3060",3136,2022-09-20,"German","Insect Food",3
"3061",3137,2022-09-20,"German","ULEZ",4
"3062",3138,2022-09-20,"English","Climate Lockdown",1
"3063",3139,2022-09-20,"English","Insect Food",6
"3064",3140,2022-09-20,"English","ULEZ",5
"3065",3141,2022-09-20,"French","Climate Lockdown",4
"3066",3142,2022-09-20,"French","Insect Food",2
"3067",3143,2022-09-20,"Italian","Insect Food",3
"3068",3144,2022-09-20,"Italian","ULEZ",2
"3069",3145,2022-09-20,"Dutch","Insect Food",1
"3070",3146,2022-09-21,"German","Climate Lockdown",1
"3071",3147,2022-09-21,"German","Insect Food",11
"3072",3148,2022-09-21,"German","ULEZ",1
"3073",3149,2022-09-21,"English","Climate Lockdown",7
"3074",3150,2022-09-21,"English","Insect Food",1
"3075",3151,2022-09-21,"English","ULEZ",4
"3076",3152,2022-09-21,"French","Climate Lockdown",2
"3077",3153,2022-09-21,"French","ULEZ",1
"3078",3154,2022-09-21,"Italian","Insect Food",2
"3079",3155,2022-09-21,"Dutch","ULEZ",1
"3080",3156,2022-09-22,"German","Climate Lockdown",1
"3081",3157,2022-09-22,"German","Insect Food",4
"3082",3158,2022-09-22,"German","ULEZ",1
"3083",3159,2022-09-22,"English","Climate Lockdown",8
"3084",3160,2022-09-22,"English","Fifteen Minute Cities",1
"3085",3161,2022-09-22,"English","Insect Food",5
"3086",3162,2022-09-22,"English","ULEZ",8
"3087",3163,2022-09-22,"French","Climate Lockdown",1
"3088",3164,2022-09-22,"French","Insect Food",2
"3089",3165,2022-09-22,"Italian","Insect Food",1
"3090",3166,2022-09-22,"Dutch","Climate Lockdown",1
"3091",3167,2022-09-22,"Dutch","Insect Food",2
"3092",3168,2022-09-22,"Dutch","ULEZ",1
"3093",3169,2022-09-23,"German","Insect Food",4
"3094",3170,2022-09-23,"English","Climate Lockdown",1
"3095",3171,2022-09-23,"English","Insect Food",4
"3096",3172,2022-09-23,"English","ULEZ",4
"3097",3173,2022-09-23,"French","Climate Lockdown",1
"3098",3174,2022-09-23,"French","Insect Food",1
"3099",3175,2022-09-23,"Italian","Insect Food",16
"3100",3176,2022-09-23,"Dutch","Insect Food",1
"3101",3177,2022-09-23,"Dutch","ULEZ",2
"3102",3178,2022-09-24,"German","Insect Food",1
"3103",3179,2022-09-24,"German","ULEZ",2
"3104",3180,2022-09-24,"English","Climate Lockdown",3
"3105",3181,2022-09-24,"English","Insect Food",6
"3106",3182,2022-09-24,"English","ULEZ",1
"3107",3183,2022-09-24,"French","Insect Food",1
"3108",3184,2022-09-24,"Italian","Insect Food",14
"3109",3185,2022-09-24,"Dutch","Insect Food",1
"3110",3186,2022-09-25,"German","Climate Lockdown",1
"3111",3187,2022-09-25,"German","Insect Food",1
"3112",3188,2022-09-25,"German","ULEZ",4
"3113",3189,2022-09-25,"English","Climate Lockdown",8
"3114",3190,2022-09-25,"English","Insect Food",6
"3115",3191,2022-09-25,"English","ULEZ",3
"3116",3192,2022-09-25,"French","Insect Food",2
"3117",3193,2022-09-25,"Italian","Insect Food",1
"3118",3194,2022-09-25,"Dutch","Insect Food",1
"3119",3195,2022-09-26,"German","Climate Lockdown",2
"3120",3196,2022-09-26,"German","ULEZ",1
"3121",3197,2022-09-26,"English","Insect Food",9
"3122",3198,2022-09-26,"English","ULEZ",5
"3123",3199,2022-09-26,"French","Insect Food",1
"3124",3200,2022-09-26,"French","ULEZ",3
"3125",3201,2022-09-26,"Italian","Climate Lockdown",1
"3126",3202,2022-09-26,"Italian","Insect Food",4
"3127",3203,2022-09-26,"Dutch","Insect Food",1
"3128",3204,2022-09-27,"German","Climate Lockdown",1
"3129",3205,2022-09-27,"German","Insect Food",1
"3130",3206,2022-09-27,"German","ULEZ",2
"3131",3207,2022-09-27,"English","Climate Lockdown",1
"3132",3208,2022-09-27,"English","Insect Food",3
"3133",3209,2022-09-27,"English","ULEZ",2
"3134",3210,2022-09-27,"French","Climate Lockdown",1
"3135",3211,2022-09-27,"French","ULEZ",2
"3136",3212,2022-09-27,"Italian","Insect Food",6
"3137",3213,2022-09-28,"German","Climate Lockdown",2
"3138",3214,2022-09-28,"English","Climate Lockdown",1
"3139",3215,2022-09-28,"English","Insect Food",3
"3140",3216,2022-09-28,"English","ULEZ",1
"3141",3217,2022-09-28,"French","Insect Food",1
"3142",3218,2022-09-28,"Italian","Insect Food",11
"3143",3219,2022-09-29,"German","Climate Lockdown",3
"3144",3220,2022-09-29,"German","Insect Food",8
"3145",3221,2022-09-29,"German","ULEZ",2
"3146",3222,2022-09-29,"English","Climate Lockdown",1
"3147",3223,2022-09-29,"English","Insect Food",5
"3148",3224,2022-09-29,"English","ULEZ",2
"3149",3225,2022-09-29,"Italian","Insect Food",2
"3150",3226,2022-09-29,"Dutch","ULEZ",1
"3151",3227,2022-09-30,"German","Insect Food",1
"3152",3228,2022-09-30,"English","Climate Lockdown",1
"3153",3229,2022-09-30,"English","Insect Food",3
"3154",3230,2022-09-30,"English","ULEZ",4
"3155",3231,2022-09-30,"Italian","Climate Lockdown",1
"3156",3232,2022-09-30,"Italian","Insect Food",5
"3157",3233,2022-09-30,"Italian","ULEZ",1
"3158",3234,2022-09-30,"Dutch","Climate Lockdown",1
"3159",3235,2022-10-01,"English","Climate Lockdown",5
"3160",3236,2022-10-01,"English","Insect Food",9
"3161",3237,2022-10-01,"English","ULEZ",1
"3162",3238,2022-10-01,"French","Insect Food",8
"3163",3239,2022-10-01,"Italian","Insect Food",4
"3164",3240,2022-10-01,"Italian","ULEZ",1
"3165",3241,2022-10-01,"Dutch","Insect Food",1
"3166",3242,2022-10-02,"German","ULEZ",2
"3167",3243,2022-10-02,"English","Insect Food",4
"3168",3244,2022-10-02,"English","ULEZ",9
"3169",3245,2022-10-02,"French","Insect Food",1
"3170",3246,2022-10-02,"French","ULEZ",10
"3171",3247,2022-10-02,"Italian","Insect Food",10
"3172",3248,2022-10-02,"Dutch","Insect Food",1
"3173",3249,2022-10-03,"German","Climate Lockdown",2
"3174",3250,2022-10-03,"German","ULEZ",2
"3175",3251,2022-10-03,"English","Climate Lockdown",2
"3176",3252,2022-10-03,"English","Insect Food",4
"3177",3253,2022-10-03,"English","ULEZ",2
"3178",3254,2022-10-03,"Italian","Climate Lockdown",3
"3179",3255,2022-10-03,"Italian","Insect Food",2
"3180",3256,2022-10-03,"Dutch","Climate Lockdown",1
"3181",3257,2022-10-03,"Dutch","Insect Food",2
"3182",3258,2022-10-04,"German","ULEZ",9
"3183",3259,2022-10-04,"English","Insect Food",8
"3184",3260,2022-10-04,"English","ULEZ",1
"3185",3261,2022-10-04,"French","Climate Lockdown",4
"3186",3262,2022-10-04,"French","ULEZ",1
"3187",3263,2022-10-04,"Dutch","Insect Food",1
"3188",3264,2022-10-05,"German","Climate Lockdown",2
"3189",3265,2022-10-05,"German","Insect Food",1
"3190",3266,2022-10-05,"English","Climate Lockdown",1
"3191",3267,2022-10-05,"English","Insect Food",2
"3192",3268,2022-10-05,"English","ULEZ",3
"3193",3269,2022-10-05,"Italian","Climate Lockdown",2
"3194",3270,2022-10-05,"Italian","Insect Food",3
"3195",3271,2022-10-05,"Italian","ULEZ",3
"3196",3272,2022-10-05,"Dutch","Insect Food",1
"3197",3273,2022-10-06,"German","Climate Lockdown",2
"3198",3274,2022-10-06,"German","Insect Food",1
"3199",3275,2022-10-06,"German","ULEZ",2
"3200",3276,2022-10-06,"English","Insect Food",3
"3201",3277,2022-10-06,"Italian","Insect Food",9
"3202",3278,2022-10-06,"Dutch","Insect Food",1
"3203",3279,2022-10-06,"Dutch","ULEZ",2
"3204",3280,2022-10-07,"German","Insect Food",1
"3205",3281,2022-10-07,"German","ULEZ",1
"3206",3282,2022-10-07,"English","Insect Food",1
"3207",3283,2022-10-07,"English","ULEZ",2
"3208",3284,2022-10-07,"Italian","Insect Food",1
"3209",3285,2022-10-07,"Dutch","Insect Food",1
"3210",3286,2022-10-08,"English","Insect Food",7
"3211",3287,2022-10-08,"French","Climate Lockdown",1
"3212",3288,2022-10-08,"Italian","Insect Food",3
"3213",3289,2022-10-08,"Dutch","Climate Lockdown",1
"3214",3290,2022-10-09,"German","Climate Lockdown",1
"3215",3291,2022-10-09,"German","Insect Food",3
"3216",3292,2022-10-09,"German","ULEZ",1
"3217",3293,2022-10-09,"English","Climate Lockdown",2
"3218",3294,2022-10-09,"English","Insect Food",3
"3219",3295,2022-10-09,"English","ULEZ",1
"3220",3296,2022-10-09,"Italian","Insect Food",1
"3221",3297,2022-10-09,"Dutch","ULEZ",1
"3222",3298,2022-10-10,"German","Climate Lockdown",6
"3223",3299,2022-10-10,"German","Insect Food",5
"3224",3300,2022-10-10,"English","Climate Lockdown",2
"3225",3301,2022-10-10,"English","Insect Food",6
"3226",3302,2022-10-10,"English","ULEZ",7
"3227",3303,2022-10-10,"Italian","Climate Lockdown",2
"3228",3304,2022-10-10,"Italian","Insect Food",2
"3229",3305,2022-10-11,"German","Insect Food",1
"3230",3306,2022-10-11,"German","ULEZ",1
"3231",3307,2022-10-11,"English","Insect Food",5
"3232",3308,2022-10-11,"English","ULEZ",2
"3233",3309,2022-10-11,"Italian","Climate Lockdown",1
"3234",3310,2022-10-11,"Italian","Insect Food",2
"3235",3311,2022-10-12,"German","Insect Food",3
"3236",3312,2022-10-12,"German","ULEZ",1
"3237",3313,2022-10-12,"English","Insect Food",11
"3238",3314,2022-10-12,"English","ULEZ",1
"3239",3315,2022-10-12,"French","Climate Lockdown",1
"3240",3316,2022-10-12,"French","Insect Food",4
"3241",3317,2022-10-12,"French","ULEZ",2
"3242",3318,2022-10-12,"Italian","Insect Food",3
"3243",3319,2022-10-12,"Dutch","ULEZ",1
"3244",3320,2022-10-13,"German","ULEZ",2
"3245",3321,2022-10-13,"English","Insect Food",3
"3246",3322,2022-10-13,"English","ULEZ",4
"3247",3323,2022-10-13,"Italian","Insect Food",1
"3248",3324,2022-10-13,"Italian","ULEZ",2
"3249",3325,2022-10-14,"German","Insect Food",2
"3250",3326,2022-10-14,"English","Insect Food",1
"3251",3327,2022-10-14,"English","ULEZ",1
"3252",3328,2022-10-14,"French","ULEZ",4
"3253",3329,2022-10-15,"German","Climate Lockdown",2
"3254",3330,2022-10-15,"German","Insect Food",10
"3255",3331,2022-10-15,"German","ULEZ",1
"3256",3332,2022-10-15,"English","Insect Food",10
"3257",3333,2022-10-15,"English","ULEZ",6
"3258",3334,2022-10-15,"French","Insect Food",3
"3259",3335,2022-10-15,"French","ULEZ",1
"3260",3336,2022-10-15,"Italian","Insect Food",1
"3261",3337,2022-10-15,"Dutch","Insect Food",3
"3262",3338,2022-10-15,"Dutch","ULEZ",2
"3263",3339,2022-10-16,"German","Climate Lockdown",2
"3264",3340,2022-10-16,"German","Insect Food",23
"3265",3341,2022-10-16,"German","ULEZ",3
"3266",3342,2022-10-16,"English","Insect Food",24
"3267",3343,2022-10-16,"English","ULEZ",5
"3268",3344,2022-10-16,"French","Insect Food",4
"3269",3345,2022-10-16,"French","ULEZ",5
"3270",3346,2022-10-16,"Italian","Insect Food",8
"3271",3347,2022-10-16,"Dutch","ULEZ",3
"3272",3348,2022-10-17,"German","Climate Lockdown",6
"3273",3349,2022-10-17,"German","Insect Food",9
"3274",3350,2022-10-17,"German","ULEZ",2
"3275",3351,2022-10-17,"English","Insect Food",10
"3276",3352,2022-10-17,"English","ULEZ",3
"3277",3353,2022-10-17,"French","Insect Food",3
"3278",3354,2022-10-17,"Italian","Insect Food",5
"3279",3355,2022-10-17,"Italian","ULEZ",1
"3280",3356,2022-10-17,"Dutch","Insect Food",1
"3281",3357,2022-10-17,"Dutch","ULEZ",1
"3282",3358,2022-10-18,"German","Insect Food",6
"3283",3359,2022-10-18,"German","ULEZ",1
"3284",3360,2022-10-18,"English","Insect Food",4
"3285",3361,2022-10-18,"English","ULEZ",5
"3286",3362,2022-10-18,"Italian","Insect Food",2
"3287",3363,2022-10-19,"German","Insect Food",2
"3288",3364,2022-10-19,"English","Climate Lockdown",1
"3289",3365,2022-10-19,"English","Insect Food",1
"3290",3366,2022-10-19,"English","ULEZ",1
"3291",3367,2022-10-19,"Dutch","Climate Lockdown",1
"3292",3368,2022-10-20,"German","Insect Food",3
"3293",3369,2022-10-20,"English","Insect Food",7
"3294",3370,2022-10-20,"English","ULEZ",4
"3295",3371,2022-10-20,"French","Insect Food",5
"3296",3372,2022-10-20,"French","ULEZ",1
"3297",3373,2022-10-20,"Italian","Insect Food",5
"3298",3374,2022-10-21,"German","Insect Food",12
"3299",3375,2022-10-21,"English","Insect Food",26
"3300",3376,2022-10-21,"English","ULEZ",5
"3301",3377,2022-10-21,"French","Insect Food",3
"3302",3378,2022-10-21,"Italian","Insect Food",4
"3303",3379,2022-10-21,"Dutch","Insect Food",1
"3304",3380,2022-10-21,"Dutch","ULEZ",1
"3305",3381,2022-10-22,"German","Insect Food",20
"3306",3382,2022-10-22,"English","Insect Food",8
"3307",3383,2022-10-22,"English","ULEZ",6
"3308",3384,2022-10-22,"French","Insect Food",1
"3309",3385,2022-10-22,"Italian","Insect Food",1
"3310",3386,2022-10-22,"Dutch","Climate Lockdown",1
"3311",3387,2022-10-22,"Dutch","Insect Food",1
"3312",3388,2022-10-23,"German","Climate Lockdown",1
"3313",3389,2022-10-23,"German","Insect Food",1
"3314",3390,2022-10-23,"English","Climate Lockdown",2
"3315",3391,2022-10-23,"English","Insect Food",8
"3316",3392,2022-10-23,"English","ULEZ",5
"3317",3393,2022-10-23,"French","Climate Lockdown",4
"3318",3394,2022-10-23,"French","Insect Food",2
"3319",3395,2022-10-23,"Italian","Climate Lockdown",1
"3320",3396,2022-10-23,"Italian","Insect Food",3
"3321",3397,2022-10-23,"Dutch","Climate Lockdown",13
"3322",3398,2022-10-23,"Dutch","Insect Food",8
"3323",3399,2022-10-24,"German","Insect Food",2
"3324",3400,2022-10-24,"English","Insect Food",8
"3325",3401,2022-10-24,"English","ULEZ",3
"3326",3402,2022-10-24,"French","Climate Lockdown",1
"3327",3403,2022-10-24,"Italian","Insect Food",5
"3328",3404,2022-10-24,"Dutch","Climate Lockdown",1
"3329",3405,2022-10-24,"Dutch","Insect Food",1
"3330",3406,2022-10-25,"German","Climate Lockdown",1
"3331",3407,2022-10-25,"German","Insect Food",8
"3332",3408,2022-10-25,"German","ULEZ",1
"3333",3409,2022-10-25,"English","Insect Food",2
"3334",3410,2022-10-25,"English","ULEZ",1
"3335",3411,2022-10-25,"Italian","Insect Food",2
"3336",3412,2022-10-25,"Dutch","Insect Food",1
"3337",3413,2022-10-26,"German","Insect Food",1
"3338",3414,2022-10-26,"German","ULEZ",1
"3339",3415,2022-10-26,"English","Climate Lockdown",4
"3340",3416,2022-10-26,"English","Fifteen Minute Cities",3
"3341",3417,2022-10-26,"English","Insect Food",7
"3342",3418,2022-10-26,"English","ULEZ",3
"3343",3419,2022-10-26,"French","Climate Lockdown",2
"3344",3420,2022-10-26,"French","Insect Food",2
"3345",3421,2022-10-26,"French","ULEZ",6
"3346",3422,2022-10-26,"Italian","Insect Food",3
"3347",3423,2022-10-26,"Dutch","Insect Food",1
"3348",3424,2022-10-26,"Dutch","ULEZ",1
"3349",3425,2022-10-27,"German","Climate Lockdown",5
"3350",3426,2022-10-27,"German","Insect Food",2
"3351",3427,2022-10-27,"English","Fifteen Minute Cities",1
"3352",3428,2022-10-27,"English","Insect Food",1
"3353",3429,2022-10-27,"English","ULEZ",2
"3354",3430,2022-10-27,"French","Climate Lockdown",1
"3355",3431,2022-10-27,"French","ULEZ",5
"3356",3432,2022-10-27,"Italian","Insect Food",1
"3357",3433,2022-10-27,"Italian","ULEZ",2
"3358",3434,2022-10-27,"Dutch","ULEZ",1
"3359",3435,2022-10-28,"German","Climate Lockdown",4
"3360",3436,2022-10-28,"German","Insect Food",1
"3361",3437,2022-10-28,"German","ULEZ",2
"3362",3438,2022-10-28,"English","Climate Lockdown",2
"3363",3439,2022-10-28,"English","Insect Food",1
"3364",3440,2022-10-28,"English","ULEZ",3
"3365",3441,2022-10-28,"French","ULEZ",2
"3366",3442,2022-10-28,"Italian","ULEZ",1
"3367",3443,2022-10-28,"Dutch","Insect Food",1
"3368",3444,2022-10-28,"Dutch","ULEZ",1
"3369",3445,2022-10-29,"German","Climate Lockdown",4
"3370",3446,2022-10-29,"German","Insect Food",5
"3371",3447,2022-10-29,"English","Insect Food",6
"3372",3448,2022-10-29,"English","ULEZ",2
"3373",3449,2022-10-29,"French","Climate Lockdown",1
"3374",3450,2022-10-29,"Italian","Insect Food",2
"3375",3451,2022-10-29,"Italian","ULEZ",1
"3376",3452,2022-10-29,"Dutch","Climate Lockdown",1
"3377",3453,2022-10-30,"German","Climate Lockdown",3
"3378",3454,2022-10-30,"German","ULEZ",2
"3379",3455,2022-10-30,"English","Insect Food",7
"3380",3456,2022-10-30,"English","ULEZ",1
"3381",3457,2022-10-30,"French","Insect Food",1
"3382",3458,2022-10-30,"Italian","Insect Food",3
"3383",3459,2022-10-31,"German","Climate Lockdown",10
"3384",3460,2022-10-31,"English","Climate Lockdown",1
"3385",3461,2022-10-31,"English","Fifteen Minute Cities",1
"3386",3462,2022-10-31,"English","Insect Food",16
"3387",3463,2022-10-31,"English","ULEZ",3
"3388",3464,2022-10-31,"French","ULEZ",7
"3389",3465,2022-10-31,"Italian","Insect Food",4
"3390",3466,2022-10-31,"Dutch","Climate Lockdown",1
"3391",3467,2022-10-31,"Dutch","ULEZ",2
"3392",3468,2022-11-01,"German","Insect Food",13
"3393",3469,2022-11-01,"English","Climate Lockdown",2
"3394",3470,2022-11-01,"English","Insect Food",6
"3395",3471,2022-11-01,"English","ULEZ",1
"3396",3472,2022-11-01,"French","Insect Food",1
"3397",3473,2022-11-02,"German","Climate Lockdown",1
"3398",3474,2022-11-02,"German","Insect Food",1
"3399",3475,2022-11-02,"English","Insect Food",3
"3400",3476,2022-11-02,"English","ULEZ",2
"3401",3477,2022-11-02,"Italian","Climate Lockdown",1
"3402",3478,2022-11-02,"Italian","Insect Food",5
"3403",3479,2022-11-03,"German","Climate Lockdown",5
"3404",3480,2022-11-03,"German","Insect Food",4
"3405",3481,2022-11-03,"German","ULEZ",1
"3406",3482,2022-11-03,"English","Climate Lockdown",1
"3407",3483,2022-11-03,"English","Insect Food",7
"3408",3484,2022-11-03,"English","ULEZ",10
"3409",3485,2022-11-03,"Italian","Insect Food",5
"3410",3486,2022-11-04,"German","Climate Lockdown",2
"3411",3487,2022-11-04,"German","Insect Food",11
"3412",3488,2022-11-04,"German","ULEZ",2
"3413",3489,2022-11-04,"English","Insect Food",4
"3414",3490,2022-11-04,"English","ULEZ",2
"3415",3491,2022-11-04,"Italian","Insect Food",5
"3416",3492,2022-11-04,"Italian","ULEZ",1
"3417",3493,2022-11-05,"German","Climate Lockdown",1
"3418",3494,2022-11-05,"German","Insect Food",2
"3419",3495,2022-11-05,"English","Insect Food",3
"3420",3496,2022-11-05,"English","ULEZ",3
"3421",3497,2022-11-05,"French","ULEZ",1
"3422",3498,2022-11-05,"Italian","Insect Food",6
"3423",3499,2022-11-05,"Dutch","Climate Lockdown",1
"3424",3500,2022-11-05,"Dutch","Insect Food",3
"3425",3501,2022-11-06,"German","Climate Lockdown",6
"3426",3502,2022-11-06,"German","Insect Food",2
"3427",3503,2022-11-06,"German","ULEZ",2
"3428",3504,2022-11-06,"English","ULEZ",4
"3429",3505,2022-11-06,"French","Insect Food",1
"3430",3506,2022-11-06,"French","ULEZ",1
"3431",3507,2022-11-06,"Italian","Insect Food",3
"3432",3508,2022-11-06,"Dutch","Climate Lockdown",1
"3433",3509,2022-11-07,"German","Insect Food",2
"3434",3510,2022-11-07,"English","Insect Food",4
"3435",3511,2022-11-07,"English","ULEZ",5
"3436",3512,2022-11-07,"Italian","Insect Food",4
"3437",3513,2022-11-07,"Dutch","Climate Lockdown",2
"3438",3514,2022-11-08,"German","Climate Lockdown",2
"3439",3515,2022-11-08,"German","Insect Food",4
"3440",3516,2022-11-08,"German","ULEZ",9
"3441",3517,2022-11-08,"English","Insect Food",5
"3442",3518,2022-11-08,"English","ULEZ",5
"3443",3519,2022-11-08,"Dutch","Insect Food",1
"3444",3520,2022-11-08,"Dutch","ULEZ",1
"3445",3521,2022-11-09,"German","Climate Lockdown",1
"3446",3522,2022-11-09,"German","Insect Food",2
"3447",3523,2022-11-09,"English","Insect Food",3
"3448",3524,2022-11-09,"Italian","Climate Lockdown",1
"3449",3525,2022-11-09,"Italian","Insect Food",1
"3450",3526,2022-11-09,"Dutch","Insect Food",1
"3451",3527,2022-11-10,"English","Fifteen Minute Cities",1
"3452",3528,2022-11-10,"English","Insect Food",2
"3453",3529,2022-11-11,"German","Climate Lockdown",1
"3454",3530,2022-11-11,"English","Fifteen Minute Cities",2
"3455",3531,2022-11-11,"English","Insect Food",4
"3456",3532,2022-11-11,"English","ULEZ",3
"3457",3533,2022-11-11,"French","ULEZ",8
"3458",3534,2022-11-11,"Italian","Insect Food",2
"3459",3535,2022-11-12,"German","Insect Food",12
"3460",3536,2022-11-12,"English","Insect Food",4
"3461",3537,2022-11-12,"French","Climate Lockdown",1
"3462",3538,2022-11-12,"French","ULEZ",4
"3463",3539,2022-11-13,"German","Insect Food",1
"3464",3540,2022-11-13,"German","ULEZ",2
"3465",3541,2022-11-13,"English","Climate Lockdown",1
"3466",3542,2022-11-13,"English","Insect Food",1
"3467",3543,2022-11-13,"English","ULEZ",3
"3468",3544,2022-11-13,"Italian","Insect Food",1
"3469",3545,2022-11-14,"German","Insect Food",2
"3470",3546,2022-11-14,"German","ULEZ",2
"3471",3547,2022-11-14,"English","Insect Food",3
"3472",3548,2022-11-14,"English","ULEZ",1
"3473",3549,2022-11-14,"French","ULEZ",2
"3474",3550,2022-11-14,"Italian","ULEZ",1
"3475",3551,2022-11-15,"German","Insect Food",1
"3476",3552,2022-11-15,"German","ULEZ",1
"3477",3553,2022-11-15,"English","Fifteen Minute Cities",1
"3478",3554,2022-11-15,"English","Insect Food",1
"3479",3555,2022-11-15,"English","ULEZ",2
"3480",3556,2022-11-15,"French","Climate Lockdown",1
"3481",3557,2022-11-15,"Italian","Insect Food",3
"3482",3558,2022-11-15,"Dutch","Insect Food",1
"3483",3559,2022-11-16,"German","Insect Food",1
"3484",3560,2022-11-16,"German","ULEZ",2
"3485",3561,2022-11-16,"English","Climate Lockdown",1
"3486",3562,2022-11-16,"English","Fifteen Minute Cities",2
"3487",3563,2022-11-16,"English","Insect Food",3
"3488",3564,2022-11-16,"English","ULEZ",3
"3489",3565,2022-11-16,"Italian","Insect Food",1
"3490",3566,2022-11-17,"German","ULEZ",1
"3491",3567,2022-11-17,"English","Fifteen Minute Cities",1
"3492",3568,2022-11-17,"English","Insect Food",2
"3493",3569,2022-11-17,"English","ULEZ",1
"3494",3570,2022-11-17,"Italian","Insect Food",4
"3495",3571,2022-11-17,"Dutch","ULEZ",2
"3496",3572,2022-11-18,"German","Climate Lockdown",2
"3497",3573,2022-11-18,"German","ULEZ",1
"3498",3574,2022-11-18,"English","Insect Food",6
"3499",3575,2022-11-18,"English","ULEZ",3
"3500",3576,2022-11-18,"French","Insect Food",1
"3501",3577,2022-11-18,"Italian","Insect Food",1
"3502",3578,2022-11-19,"German","Climate Lockdown",1
"3503",3579,2022-11-19,"German","Insect Food",2
"3504",3580,2022-11-19,"English","Climate Lockdown",1
"3505",3581,2022-11-19,"English","Fifteen Minute Cities",1
"3506",3582,2022-11-19,"English","Insect Food",3
"3507",3583,2022-11-19,"English","ULEZ",3
"3508",3584,2022-11-19,"Italian","Insect Food",9
"3509",3585,2022-11-19,"Dutch","ULEZ",1
"3510",3586,2022-11-20,"German","Climate Lockdown",3
"3511",3587,2022-11-20,"German","Insect Food",1
"3512",3588,2022-11-20,"German","ULEZ",1
"3513",3589,2022-11-20,"English","Climate Lockdown",2
"3514",3590,2022-11-20,"English","Fifteen Minute Cities",1
"3515",3591,2022-11-20,"English","ULEZ",1
"3516",3592,2022-11-20,"French","Insect Food",1
"3517",3593,2022-11-20,"Italian","ULEZ",2
"3518",3594,2022-11-20,"Dutch","Climate Lockdown",1
"3519",3595,2022-11-21,"German","Insect Food",2
"3520",3596,2022-11-21,"English","Climate Lockdown",3
"3521",3597,2022-11-21,"English","Fifteen Minute Cities",1
"3522",3598,2022-11-21,"English","Insect Food",1
"3523",3599,2022-11-21,"English","ULEZ",7
"3524",3600,2022-11-21,"Italian","Insect Food",3
"3525",3601,2022-11-21,"Italian","ULEZ",1
"3526",3602,2022-11-22,"German","Insect Food",1
