"","X","date","detected_language","topic","n"
"581",657,2021-05-24,"Italian","Insect Food",1
"582",658,2021-05-25,"German","Climate Lockdown",5
"583",659,2021-05-25,"German","Insect Food",2
"584",660,2021-05-25,"German","ULEZ",1
"585",661,2021-05-26,"German","Climate Lockdown",55
"586",662,2021-05-26,"German","Insect Food",1
"587",663,2021-05-26,"English","Insect Food",1
"588",664,2021-05-27,"German","Climate Lockdown",19
"589",665,2021-05-27,"English","Insect Food",2
"590",666,2021-05-27,"English","ULEZ",1
"591",667,2021-05-28,"German","Climate Lockdown",7
"592",668,2021-05-28,"Italian","Insect Food",2
"593",669,2021-05-29,"German","Climate Lockdown",3
"594",670,2021-05-29,"German","Insect Food",1
"595",671,2021-05-29,"English","ULEZ",1
"596",672,2021-05-29,"Italian","Climate Lockdown",2
"597",673,2021-05-29,"Italian","Insect Food",1
"598",674,2021-05-30,"German","Climate Lockdown",2
"599",675,2021-05-30,"Italian","Insect Food",1
"600",676,2021-05-31,"German","Climate Lockdown",7
"601",677,2021-06-01,"German","Climate Lockdown",14
"602",678,2021-06-01,"Italian","Insect Food",1
"603",679,2021-06-02,"German","Climate Lockdown",7
"604",680,2021-06-02,"Italian","Insect Food",1
"605",681,2021-06-03,"German","Climate Lockdown",10
"606",682,2021-06-03,"German","Fifteen Minute Cities",3
"607",683,2021-06-03,"English","Insect Food",1
"608",684,2021-06-03,"English","ULEZ",6
"609",685,2021-06-03,"Italian","ULEZ",1
"610",686,2021-06-04,"German","Climate Lockdown",4
"611",687,2021-06-04,"English","Insect Food",2
"612",688,2021-06-04,"English","ULEZ",1
"613",689,2021-06-04,"Italian","Insect Food",2
"614",690,2021-06-05,"German","Climate Lockdown",14
"615",691,2021-06-05,"English","Insect Food",1
"616",692,2021-06-05,"English","ULEZ",1
"617",693,2021-06-05,"Italian","ULEZ",3
"618",694,2021-06-06,"German","Climate Lockdown",13
"619",695,2021-06-06,"English","ULEZ",2
"620",696,2021-06-06,"Italian","Climate Lockdown",2
"621",697,2021-06-06,"Italian","ULEZ",2
"622",698,2021-06-07,"German","Climate Lockdown",9
"623",699,2021-06-07,"English","Climate Lockdown",2
"624",700,2021-06-07,"French","Insect Food",1
"625",701,2021-06-08,"German","Climate Lockdown",7
"626",702,2021-06-08,"English","ULEZ",4
"627",703,2021-06-09,"German","Climate Lockdown",3
"628",704,2021-06-10,"German","Climate Lockdown",8
"629",705,2021-06-10,"German","Insect Food",1
"630",706,2021-06-10,"English","Climate Lockdown",16
"631",707,2021-06-10,"French","Insect Food",2
"632",708,2021-06-10,"Italian","Climate Lockdown",2
"633",709,2021-06-11,"German","Climate Lockdown",21
"634",710,2021-06-11,"German","Insect Food",3
"635",711,2021-06-11,"English","Climate Lockdown",11
"636",712,2021-06-11,"French","Climate Lockdown",7
"637",713,2021-06-11,"Dutch","Climate Lockdown",1
"638",714,2021-06-12,"German","Climate Lockdown",2
"639",715,2021-06-12,"English","Climate Lockdown",10
"640",716,2021-06-12,"English","ULEZ",2
"641",717,2021-06-12,"French","Climate Lockdown",1
"642",718,2021-06-12,"Italian","Insect Food",3
"643",719,2021-06-13,"German","Climate Lockdown",8
"644",720,2021-06-13,"German","ULEZ",23
"645",721,2021-06-13,"English","Climate Lockdown",4
"646",722,2021-06-13,"Italian","Climate Lockdown",3
"647",723,2021-06-14,"German","Climate Lockdown",4
"648",724,2021-06-14,"German","ULEZ",1
"649",725,2021-06-14,"English","Climate Lockdown",3
"650",726,2021-06-14,"English","ULEZ",1
"651",727,2021-06-14,"Italian","Climate Lockdown",1
"652",728,2021-06-14,"Italian","Insect Food",3
"653",729,2021-06-15,"German","Climate Lockdown",8
"654",730,2021-06-15,"English","Climate Lockdown",3
"655",731,2021-06-15,"English","Insect Food",1
"656",732,2021-06-15,"French","Climate Lockdown",3
"657",733,2021-06-15,"French","ULEZ",3
"658",734,2021-06-15,"Italian","Climate Lockdown",1
"659",735,2021-06-15,"Italian","Insect Food",1
"660",736,2021-06-16,"German","Climate Lockdown",7
"661",737,2021-06-16,"English","ULEZ",1
"662",738,2021-06-16,"French","ULEZ",1
"663",739,2021-06-17,"German","Climate Lockdown",12
"664",740,2021-06-17,"English","Climate Lockdown",4
"665",741,2021-06-18,"German","Climate Lockdown",3
"666",742,2021-06-18,"German","Insect Food",1
"667",743,2021-06-18,"German","ULEZ",1
"668",744,2021-06-18,"English","Climate Lockdown",6
"669",745,2021-06-18,"English","ULEZ",1
"670",746,2021-06-18,"French","Climate Lockdown",1
"671",747,2021-06-18,"French","ULEZ",1
"672",748,2021-06-19,"German","Climate Lockdown",3
"673",749,2021-06-19,"French","ULEZ",2
"674",750,2021-06-20,"German","Climate Lockdown",4
"675",751,2021-06-20,"English","Climate Lockdown",2
"676",752,2021-06-20,"English","Insect Food",1
"677",753,2021-06-20,"French","Climate Lockdown",1
"678",754,2021-06-20,"French","ULEZ",2
"679",755,2021-06-20,"Italian","ULEZ",1
"680",756,2021-06-21,"German","Climate Lockdown",5
"681",757,2021-06-22,"German","Climate Lockdown",4
"682",758,2021-06-22,"German","ULEZ",1
"683",759,2021-06-22,"English","Climate Lockdown",1
"684",760,2021-06-23,"German","Climate Lockdown",1
"685",761,2021-06-23,"English","Climate Lockdown",6
"686",762,2021-06-23,"English","ULEZ",1
"687",763,2021-06-23,"Italian","ULEZ",1
"688",764,2021-06-24,"German","Climate Lockdown",7
"689",765,2021-06-24,"English","Climate Lockdown",1
"690",766,2021-06-24,"English","Insect Food",2
"691",767,2021-06-24,"French","Climate Lockdown",5
"692",768,2021-06-25,"German","Climate Lockdown",8
"693",769,2021-06-26,"German","Climate Lockdown",4
"694",770,2021-06-27,"German","Climate Lockdown",9
"695",771,2021-06-27,"Italian","Insect Food",1
"696",772,2021-06-27,"Dutch","Climate Lockdown",1
"697",773,2021-06-28,"German","Climate Lockdown",4
"698",774,2021-06-28,"German","Insect Food",2
"699",775,2021-06-28,"English","Climate Lockdown",3
"700",776,2021-06-28,"French","Climate Lockdown",1
"701",777,2021-06-28,"French","ULEZ",1
"702",778,2021-06-28,"Dutch","Climate Lockdown",1
"703",779,2021-06-29,"German","Climate Lockdown",1
"704",780,2021-06-29,"English","Climate Lockdown",1
"705",781,2021-06-29,"English","Insect Food",1
"706",782,2021-06-29,"Italian","Climate Lockdown",1
"707",783,2021-06-29,"Dutch","Climate Lockdown",2
"708",784,2021-06-30,"German","Climate Lockdown",12
"709",785,2021-06-30,"German","Insect Food",2
"710",786,2021-06-30,"Italian","Insect Food",2
"711",787,2021-07-01,"German","Climate Lockdown",2
"712",788,2021-07-01,"English","Climate Lockdown",1
"713",789,2021-07-01,"Italian","Climate Lockdown",3
"714",790,2021-07-01,"Italian","Insect Food",1
"715",791,2021-07-02,"German","Climate Lockdown",17
"716",792,2021-07-02,"English","Insect Food",1
"717",793,2021-07-02,"English","ULEZ",1
"718",794,2021-07-02,"French","ULEZ",2
"719",795,2021-07-03,"German","Climate Lockdown",13
"720",796,2021-07-03,"English","Climate Lockdown",1
"721",797,2021-07-03,"Italian","Climate Lockdown",1
"722",798,2021-07-04,"German","Climate Lockdown",9
"723",799,2021-07-04,"German","ULEZ",1
"724",800,2021-07-04,"English","Climate Lockdown",1
"725",801,2021-07-04,"English","ULEZ",1
"726",802,2021-07-04,"Italian","Climate Lockdown",2
"727",803,2021-07-05,"German","Climate Lockdown",5
"728",804,2021-07-05,"English","Climate Lockdown",1
"729",805,2021-07-05,"French","ULEZ",1
"730",806,2021-07-05,"Italian","Climate Lockdown",2
"731",807,2021-07-05,"Italian","Insect Food",1
"732",808,2021-07-06,"German","Climate Lockdown",6
"733",809,2021-07-06,"English","Climate Lockdown",5
"734",810,2021-07-07,"German","Climate Lockdown",4
"735",811,2021-07-07,"English","Climate Lockdown",3
"736",812,2021-07-07,"English","Insect Food",1
"737",813,2021-07-07,"Italian","Insect Food",2
"738",814,2021-07-08,"German","Climate Lockdown",2
"739",815,2021-07-08,"German","Insect Food",1
"740",816,2021-07-08,"English","ULEZ",1
"741",817,2021-07-09,"German","ULEZ",8
"742",818,2021-07-09,"English","Climate Lockdown",1
"743",819,2021-07-09,"English","ULEZ",1
"744",820,2021-07-09,"Italian","Insect Food",1
"745",821,2021-07-10,"English","Climate Lockdown",1
"746",822,2021-07-11,"English","Insect Food",2
"747",823,2021-07-12,"German","Climate Lockdown",12
"748",824,2021-07-12,"German","ULEZ",1
"749",825,2021-07-12,"English","ULEZ",5
"750",826,2021-07-12,"Italian","Insect Food",1
"751",827,2021-07-13,"German","Climate Lockdown",3
"752",828,2021-07-13,"German","ULEZ",6
"753",829,2021-07-13,"English","ULEZ",6
"754",830,2021-07-13,"French","Insect Food",1
"755",831,2021-07-14,"German","Climate Lockdown",3
"756",832,2021-07-14,"German","ULEZ",1
"757",833,2021-07-15,"German","Climate Lockdown",6
"758",834,2021-07-15,"English","ULEZ",1
"759",835,2021-07-15,"Italian","Insect Food",1
"760",836,2021-07-15,"Dutch","Climate Lockdown",1
"761",837,2021-07-16,"German","Climate Lockdown",8
"762",838,2021-07-16,"German","ULEZ",1
"763",839,2021-07-16,"English","ULEZ",2
"764",840,2021-07-16,"Italian","Climate Lockdown",1
"765",841,2021-07-16,"Italian","ULEZ",1
"766",842,2021-07-17,"German","Climate Lockdown",3
"767",843,2021-07-17,"German","ULEZ",1
"768",844,2021-07-17,"English","Climate Lockdown",1
"769",845,2021-07-17,"French","ULEZ",3
"770",846,2021-07-18,"German","Climate Lockdown",12
"771",847,2021-07-18,"German","Insect Food",1
"772",848,2021-07-18,"French","Climate Lockdown",2
"773",849,2021-07-18,"Italian","Climate Lockdown",1
"774",850,2021-07-18,"Italian","Insect Food",1
"775",851,2021-07-18,"Dutch","Climate Lockdown",2
"776",852,2021-07-19,"English","ULEZ",2
"777",853,2021-07-19,"Italian","Climate Lockdown",2
"778",854,2021-07-19,"Italian","ULEZ",1
"779",855,2021-07-20,"German","Climate Lockdown",6
"780",856,2021-07-20,"German","Insect Food",1
"781",857,2021-07-20,"German","ULEZ",1
"782",858,2021-07-20,"English","Climate Lockdown",1
"783",859,2021-07-20,"English","Insect Food",2
"784",860,2021-07-20,"English","ULEZ",4
"785",861,2021-07-20,"Italian","Climate Lockdown",3
"786",862,2021-07-21,"German","Climate Lockdown",1
"787",863,2021-07-21,"English","Insect Food",1
"788",864,2021-07-21,"French","Climate Lockdown",1
"789",865,2021-07-23,"German","Climate Lockdown",4
"790",866,2021-07-23,"German","Insect Food",4
"791",867,2021-07-23,"German","ULEZ",1
"792",868,2021-07-23,"English","Insect Food",1
"793",869,2021-07-23,"Italian","Climate Lockdown",1
"794",870,2021-07-23,"Italian","Insect Food",4
"795",871,2021-07-24,"German","ULEZ",1
"796",872,2021-07-24,"English","Climate Lockdown",1
"797",873,2021-07-25,"German","Insect Food",1
"798",874,2021-07-26,"Italian","Climate Lockdown",6
"799",875,2021-07-26,"Italian","ULEZ",1
"800",876,2021-07-27,"German","Climate Lockdown",3
"801",877,2021-07-27,"German","Insect Food",1
"802",878,2021-07-27,"English","ULEZ",1
"803",879,2021-07-27,"Italian","ULEZ",5
"804",880,2021-07-28,"German","Climate Lockdown",1
"805",881,2021-07-28,"English","Climate Lockdown",1
"806",882,2021-07-28,"English","ULEZ",3
"807",883,2021-07-28,"Italian","Climate Lockdown",1
"808",884,2021-07-28,"Italian","Insect Food",1
"809",885,2021-07-28,"Italian","ULEZ",1
"810",886,2021-07-29,"English","ULEZ",2
"811",887,2021-07-29,"Italian","ULEZ",6
"812",888,2021-07-30,"German","Climate Lockdown",3
"813",889,2021-07-30,"German","ULEZ",2
"814",890,2021-07-30,"English","Insect Food",2
"815",891,2021-07-30,"English","ULEZ",1
"816",892,2021-07-30,"French","Climate Lockdown",2
"817",893,2021-07-31,"German","Climate Lockdown",1
"818",894,2021-07-31,"English","Climate Lockdown",2
"819",895,2021-07-31,"Italian","Insect Food",2
"820",896,2021-08-01,"English","Insect Food",1
"821",897,2021-08-01,"English","ULEZ",1
"822",898,2021-08-01,"French","ULEZ",2
"823",899,2021-08-02,"English","Climate Lockdown",3
"824",900,2021-08-02,"English","ULEZ",2
"825",901,2021-08-02,"Italian","ULEZ",2
"826",902,2021-08-03,"German","Insect Food",1
"827",903,2021-08-03,"English","Insect Food",2
"828",904,2021-08-03,"Italian","ULEZ",4
"829",905,2021-08-04,"German","Climate Lockdown",6
"830",906,2021-08-04,"German","Insect Food",1
"831",907,2021-08-04,"English","Insect Food",1
"832",908,2021-08-04,"French","Insect Food",3
"833",909,2021-08-05,"German","Insect Food",5
"834",910,2021-08-06,"German","Climate Lockdown",1
"835",911,2021-08-06,"German","Insect Food",1
"836",912,2021-08-06,"Italian","ULEZ",1
"837",913,2021-08-07,"German","Insect Food",1
"838",914,2021-08-07,"English","Climate Lockdown",2
"839",915,2021-08-07,"English","Insect Food",2
"840",916,2021-08-07,"English","ULEZ",2
"841",917,2021-08-07,"Italian","ULEZ",1
"842",918,2021-08-08,"English","Insect Food",1
"843",919,2021-08-08,"Italian","ULEZ",1
"844",920,2021-08-09,"German","Climate Lockdown",14
"845",921,2021-08-09,"English","Climate Lockdown",2
"846",922,2021-08-09,"English","Insect Food",1
"847",923,2021-08-09,"English","ULEZ",1
"848",924,2021-08-10,"English","Climate Lockdown",1
"849",925,2021-08-10,"English","Insect Food",1
"850",926,2021-08-11,"German","Climate Lockdown",2
"851",927,2021-08-11,"German","Insect Food",1
"852",928,2021-08-11,"German","ULEZ",10
"853",929,2021-08-11,"French","Climate Lockdown",1
"854",930,2021-08-12,"German","ULEZ",6
"855",931,2021-08-12,"English","Climate Lockdown",1
"856",932,2021-08-13,"German","Climate Lockdown",2
"857",933,2021-08-13,"German","ULEZ",1
"858",934,2021-08-13,"English","Climate Lockdown",1
"859",935,2021-08-13,"English","ULEZ",1
"860",936,2021-08-13,"Italian","ULEZ",1
"861",937,2021-08-14,"German","Climate Lockdown",1
"862",938,2021-08-14,"German","ULEZ",1
"863",939,2021-08-14,"English","Fifteen Minute Cities",1
"864",940,2021-08-14,"English","ULEZ",6
"865",941,2021-08-15,"German","Climate Lockdown",2
"866",942,2021-08-15,"English","Insect Food",1
"867",943,2021-08-15,"Italian","Insect Food",1
"868",944,2021-08-15,"Dutch","Climate Lockdown",1
"869",945,2021-08-16,"German","Climate Lockdown",4
"870",946,2021-08-16,"German","ULEZ",1
"871",947,2021-08-17,"German","Climate Lockdown",1
"872",948,2021-08-17,"German","ULEZ",4
"873",949,2021-08-18,"German","Climate Lockdown",1
"874",950,2021-08-18,"German","Insect Food",1
"875",951,2021-08-18,"English","ULEZ",1
"876",952,2021-08-19,"German","ULEZ",1
"877",953,2021-08-19,"English","Climate Lockdown",1
"878",954,2021-08-19,"English","Insect Food",2
"879",955,2021-08-19,"English","ULEZ",1
"880",956,2021-08-19,"Dutch","Climate Lockdown",1
"881",957,2021-08-20,"German","Climate Lockdown",6
"882",958,2021-08-20,"German","ULEZ",1
"883",959,2021-08-20,"English","ULEZ",1
"884",960,2021-08-21,"German","Climate Lockdown",5
"885",961,2021-08-21,"English","Insect Food",1
"886",962,2021-08-21,"English","ULEZ",1
"887",963,2021-08-21,"French","Insect Food",2
"888",964,2021-08-22,"German","Climate Lockdown",3
"889",965,2021-08-23,"German","Climate Lockdown",3
"890",966,2021-08-23,"English","Climate Lockdown",1
"891",967,2021-08-23,"Italian","Insect Food",1
"892",968,2021-08-24,"German","Climate Lockdown",2
"893",969,2021-08-25,"French","Insect Food",1
"894",970,2021-08-25,"Italian","Insect Food",4
"895",971,2021-08-26,"German","ULEZ",2
"896",972,2021-08-27,"German","ULEZ",2
"897",973,2021-08-27,"English","ULEZ",3
"898",974,2021-08-28,"German","ULEZ",5
"899",975,2021-08-28,"English","ULEZ",1
"900",976,2021-08-28,"French","ULEZ",4
"901",977,2021-08-29,"German","Climate Lockdown",3
"902",978,2021-08-29,"German","Insect Food",1
"903",979,2021-08-29,"English","ULEZ",2
"904",980,2021-08-29,"Italian","ULEZ",1
"905",981,2021-08-30,"German","Climate Lockdown",2
"906",982,2021-08-30,"English","ULEZ",1
"907",983,2021-08-31,"English","Climate Lockdown",2
"908",984,2021-08-31,"English","Insect Food",2
"909",985,2021-08-31,"English","ULEZ",5
"910",986,2021-08-31,"Italian","Insect Food",1
"911",987,2021-09-01,"German","Climate Lockdown",13
"912",988,2021-09-01,"German","Insect Food",1
"913",989,2021-09-01,"German","ULEZ",1
"914",990,2021-09-01,"English","Insect Food",2
"915",991,2021-09-01,"English","ULEZ",1
"916",992,2021-09-01,"Italian","Insect Food",1
"917",993,2021-09-02,"German","Insect Food",1
"918",994,2021-09-02,"English","Insect Food",1
"919",995,2021-09-02,"English","ULEZ",1
"920",996,2021-09-02,"Dutch","Insect Food",1
"921",997,2021-09-03,"German","Climate Lockdown",1
"922",998,2021-09-03,"German","Insect Food",4
"923",999,2021-09-03,"German","ULEZ",1
"924",1000,2021-09-03,"English","ULEZ",2
"925",1001,2021-09-03,"French","Climate Lockdown",1
"926",1002,2021-09-04,"German","Climate Lockdown",2
"927",1003,2021-09-04,"German","Insect Food",2
"928",1004,2021-09-04,"German","ULEZ",1
"929",1005,2021-09-04,"English","Insect Food",1
"930",1006,2021-09-04,"Italian","Insect Food",2
"931",1007,2021-09-05,"English","ULEZ",1
"932",1008,2021-09-06,"English","ULEZ",1
"933",1009,2021-09-06,"Dutch","Climate Lockdown",5
"934",1010,2021-09-07,"German","ULEZ",2
"935",1011,2021-09-07,"English","Climate Lockdown",1
"936",1012,2021-09-07,"English","ULEZ",4
"937",1013,2021-09-07,"Italian","ULEZ",1
"938",1014,2021-09-07,"Dutch","ULEZ",3
"939",1015,2021-09-08,"German","Climate Lockdown",1
"940",1016,2021-09-08,"English","Climate Lockdown",3
"941",1017,2021-09-08,"English","Insect Food",1
"942",1018,2021-09-08,"Italian","Insect Food",3
"943",1019,2021-09-08,"Italian","ULEZ",1
"944",1020,2021-09-08,"Dutch","Climate Lockdown",1
"945",1021,2021-09-08,"Dutch","ULEZ",1
"946",1022,2021-09-09,"English","ULEZ",2
"947",1023,2021-09-09,"Italian","Insect Food",1
"948",1024,2021-09-09,"Italian","ULEZ",1
"949",1025,2021-09-10,"French","Insect Food",2
"950",1026,2021-09-10,"Italian","ULEZ",2
"951",1027,2021-09-11,"German","Climate Lockdown",1
"952",1028,2021-09-11,"German","ULEZ",1
"953",1029,2021-09-11,"Dutch","Climate Lockdown",1
"954",1030,2021-09-11,"Dutch","ULEZ",1
"955",1031,2021-09-12,"German","ULEZ",1
"956",1032,2021-09-12,"English","Insect Food",1
"957",1033,2021-09-12,"Italian","Insect Food",2
"958",1034,2021-09-12,"Dutch","Climate Lockdown",1
"959",1035,2021-09-12,"Dutch","ULEZ",1
"960",1036,2021-09-13,"German","Climate Lockdown",8
"961",1037,2021-09-13,"German","Insect Food",1
"962",1038,2021-09-13,"Italian","ULEZ",1
"963",1039,2021-09-14,"German","Climate Lockdown",11
"964",1040,2021-09-14,"English","Climate Lockdown",2
"965",1041,2021-09-14,"English","Insect Food",1
"966",1042,2021-09-14,"English","ULEZ",3
"967",1043,2021-09-15,"German","Climate Lockdown",7
"968",1044,2021-09-15,"German","ULEZ",4
"969",1045,2021-09-15,"English","Insect Food",1
"970",1046,2021-09-15,"English","ULEZ",1
"971",1047,2021-09-15,"Italian","Climate Lockdown",1
"972",1048,2021-09-16,"German","Climate Lockdown",16
"973",1049,2021-09-16,"German","Insect Food",1
"974",1050,2021-09-16,"German","ULEZ",1
"975",1051,2021-09-16,"English","Climate Lockdown",1
"976",1052,2021-09-16,"Italian","Climate Lockdown",1
"977",1053,2021-09-16,"Italian","Insect Food",2
"978",1054,2021-09-16,"Dutch","Climate Lockdown",2
"979",1055,2021-09-17,"German","Climate Lockdown",4
"980",1056,2021-09-17,"German","ULEZ",1
"981",1057,2021-09-17,"English","Climate Lockdown",1
"982",1058,2021-09-17,"English","ULEZ",1
"983",1059,2021-09-17,"Italian","Climate Lockdown",3
"984",1060,2021-09-17,"Dutch","Climate Lockdown",2
"985",1061,2021-09-18,"German","Climate Lockdown",4
"986",1062,2021-09-18,"English","Climate Lockdown",1
